S1MEAN,S2MEAN,S3MEAN,S4MEAN,S5MEAN,S1MEDIAN,S2MEDIAN,S3MEDIAN,S4MEDIAN,S5MEDIAN,S1STDEV,S2STDEV,S3STDEV,S4STDEV,S5STDEV,S1AVEDEV,S2AVEDEV,S3AVEDEV,S4AVEDEV,S5AVEDEV,S1MIN,S2MIN,S3MIN,S4MIN,S5MIN,S1MAX,S2MAX,S3MAX,S4MAX,S5MAX,S1SKEW,S2SKEW,S3SKEW,S4SKEW,S5SKEW,S1KURT,S2KURT,S3KURT,S4KURT,S5KURT,ASA,S1MEAN2,S2MEAN2,S3MEAN2,S4MEAN2,S5MEAN2,S1MEDIAN2,S2MEDIAN2,S3MEDIAN2,S4MEDIAN2,S5MEDIAN2,S1STDEV2,S2STDEV2,S3STDEV2,S4STDEV2,S5STDEV2,S1AVEDEV2,S2AVEDEV2,S3AVEDEV2,S4AVEDEV2,S5AVEDEV2,S1MIN2,S2MIN2,S3MIN2,S4MIN2,S5MIN2,S1MAX2,S2MAX2,S3MAX2,S4MAX2,S5MAX2,S1SKEW2,S2SKEW2,S3SKEW2,S4SKEW2,S5SKEW2,S1KURT2,S2KURT2,S3KURT2,S4KURT2,S5KURT2,SUBJECT,ACTION,TRIAL
865.833588,133.2392263,-104.5181941,-276.587268,-260.4653332,1023,115.47,-14.71,-249,-187.67,373.9140879,539.3556988,358.1599475,246.9873056,232.3634722,292.8924375,426.6798025,289.6843932,204.9077143,155.2750604,-31,-935,-1733,-736,-1169,1954,1506,526,131.21,317,-1.286806263,0.310949973,-0.996480953,-0.22800391,-1.833479863,0.140767755,-0.830597015,1.021947179,-1.024366297,3.035893088,960.5661107,865.9574272,441.2638494,278.8733622,298.3126838,265.9679856,1023,301,218,249,188,373.6270652,337.4356525,247.7938276,220.2432652,226.041331,292.7034346,295.4882797,188.8383105,185.628089,152.4680676,3,0,0,0,0,1954,1506,1733,736,1169,-1.285421119,0.628647796,1.727942743,0.502809998,2.028329132,0.135587107,-0.903183877,4.899585866,-0.970060828,3.331083972,16,SEVEN,3
868.4013968,128.872922,-128.4501217,-266.7758376,-290.1568387,1024,126.08,-43,-247.38,-212,376.8590554,559.1372254,355.6887181,256.2784143,256.170942,295.3024591,452.1121091,284.7160206,207.2983789,172.9688389,-131,-1119,-1801.4,-862.16,-1262,1797,1465,940,157,396,-1.19197123,0.2608748,-0.972690328,-0.314559166,-1.797318964,0.095671178,-0.936319612,0.808040529,-0.854770329,2.882594435,970.8702222,869.467651,466.9430198,274.9878713,296.6158848,296.3644165,1024,370,195,247.38,213,374.3913425,333.3367215,259.5536987,221.0411392,248.9598059,293.7087072,288.3095132,200.0379141,180.6655559,170.0166498,0,0,0,0,1,1797,1465,1801.4,862.16,1262,-1.178040258,0.550002636,1.620422035,0.693824184,2.000519417,0.047335302,-0.930414703,3.335022011,-0.657884801,3.159972019,16,SEVEN,4
855.5542303,134.939384,-132.1141203,-267.7416659,-292.9801052,1020,118.5,-39.781,-252,-211,404.226659,572.6516502,345.7356367,255.9286173,267.1061557,315.6401371,465.5410085,274.2981861,204.4548462,184.0712742,-517,-1298,-1820,-801,-1472,1976,1780.8,1193,187,358.65,-1.230511468,0.246589888,-1.037322877,-0.3115952,-1.629694465,0.147809284,-0.943296929,1.355084802,-0.838735967,2.364880317,961.8517354,860.4237573,477.4089379,263.8181928,297.5209,301.9069715,1020,403,166,252,213,393.7505348,343.6949469,259.5459451,220.5876306,256.9686069,308.2732463,296.4685137,199.8995866,178.6460627,179.1698744,0,0,0,0,0,1976,1780.8,1820,801,1472,-1.19033526,0.509654692,1.786976387,0.701932665,1.885247121,0.021769035,-0.908865357,3.99051541,-0.663750811,2.679174103,16,SEVEN,5
855.5622852,130.3106127,-111.3955372,-355.9160232,117.6472918,1022.75,121,-40.3245,-252.87,124.325,399.7516024,560.549076,332.4776881,309.4746832,265.0963207,312.7749893,438.6681133,273.3227665,269.7731314,235.8428941,-226,-2048,-1322,-982,-423,1649.1,1276.2,733,218,1077,-1.294209675,0.036087909,-0.749491707,-0.411221982,0.456027056,0.163182429,-0.155956029,-0.399344791,-1.055525134,-0.79954384,949.6808654,858.8314506,452.2789318,267.6227592,368.4115641,241.5720223,1022.75,307.5,191,252.87,191,392.6755644,355.7423299,226.4969842,294.4817531,160.434372,307.7453614,301.1781348,180.4873158,258.9492725,125.3131994,0,0,0,0,2.3333,1649.1,2048,1322,982,1077,-1.271308265,0.871273028,1.215383144,0.542076716,1.337797012,0.090643495,-0.001445246,0.846693552,-1.060400794,1.729220849,16,EIGHT,1
859.8677304,126.5359753,-106.2813919,-351.1341257,103.825562,1028,97,-14,-250,100.07,402.9854287,556.8723062,334.8998351,305.4683116,254.4276171,315.6239927,429.9316545,281.4921511,268.3946941,227.9912704,-238,-2048,-1681,-953,-495,1546,1243,668,191,1086,-1.305840384,0.018670627,-0.743534393,-0.416060075,0.411523884,0.151084012,0.142699183,-0.525338967,-1.103235738,-0.794774274,949.0808831,863.4250966,439.6605459,269.2069755,361.2750838,231.4141086,1028,284,196,250,192,395.3026237,364.3328348,225.7304069,293.3993633,148.1275715,310.1291003,307.1306302,181.7491634,259.8227331,114.8104682,0,1,0.037445,0,1,1546,2048,1681,953,1086,-1.282142607,0.976729058,1.108409738,0.518304097,1.334189976,0.073903267,0.362088919,0.688508768,-1.105916513,2.033115587,16,EIGHT,2
855.7769442,131.5937728,-113.766724,-353.8114094,104.9422464,1024.2,124,-33,-257,135,400.2520495,555.8847993,338.9031019,304.8266438,248.9834491,313.4059429,432.1939754,285.3271016,267.7218491,223.7895557,-106,-2048,-1501,-1001,-452,1675.6,1256,659,258.98,971.63,-1.283408629,0.018001292,-0.713325486,-0.400056627,0.359829333,0.120551113,0.079462223,-0.651964964,-1.097380051,-0.907825421,948.0555655,858.3069599,446.5872499,275.7683063,363.5684265,230.3148999,1024.2,299,199,257,189,394.7949457,356.0911202,227.422501,293.1152943,141.2138305,309.4990852,297.8617605,184.18299,259.3162267,109.3864538,0.46539,0.86444,1,0,1,1675.6,2048,1501,1001,971.63,-1.265974434,0.991194995,1.094891269,0.501051,1.334564474,0.065724953,0.504454358,0.397976724,-1.108390435,1.939012528,16,EIGHT,3
841.6659717,143.1937134,-107.6292027,-353.4155857,94.33037687,1023,96,1,-252,84,427.6252032,552.35833,322.4723928,307.0519548,274.4637143,336.6372765,430.9186738,270.033651,269.8057099,237.6967992,-177,-2048,-1711,-989,-1654,1695,1268,858,216,1608,-1.301585868,0.083623913,-0.865575571,-0.412447472,0.473849251,0.092821327,0.056692639,-0.093546006,-1.122966991,1.769993741,935.0352341,851.984144,439.1680395,252.6654673,363.2461576,239.7628616,1023,284,175,252,192.33,406.6696718,364.2244703,227.3973831,295.3516485,163.4651631,320.6815825,305.3072529,180.7340236,261.8190338,114.197378,0,0,0,0,0,1695,2048,1711,989,1654,-1.261505887,0.988790482,1.29187082,0.510692213,2.629768016,-0.008892726,0.163144055,1.500564226,-1.12985392,12.84209247,16,EIGHT,4
845.6389057,126.8335777,-128.9004497,-360.3170139,130.1261407,1015,116.5,-30.5145,-257,144,432.8721397,579.5814011,339.0966465,319.3573749,280.0984646,335.8811365,459.7106238,280.6964924,275.8747677,252.0321381,-228,-2050.4,-1639,-995,-524,1809,1326,612,314,1079,-1.236668029,-0.027028217,-0.823953861,-0.475033271,0.346189868,0.140244702,-0.122385711,-0.260794667,-0.985705509,-1.030466423,945.8162635,859.8054418,473.3427168,267.6278864,372.720775,258.7073238,1015,373,176,257,205.87,403.9887518,357.5641873,244.8505961,304.7827347,168.628089,314.2570391,297.0267875,197.9254852,265.3065169,134.5787717,0,1,0,0,0,1809,2050.4,1639,995,1079,-1.161833823,0.880097155,1.238631469,0.60180369,1.090510976,-0.02149639,0.436491786,0.934793428,-0.980775942,0.743521473,16,EIGHT,5
826.3086959,179.5512486,-108.3654328,-318.4859155,-89.23232259,975,223.5,-16.5,-232,-119,572.7711335,709.0709537,327.4567574,248.592981,171.332325,479.2526287,557.8917945,257.8048222,227.4878571,129.8845577,-741,-2278.3,-1696.1,-773,-972,2521.9,2131.1,900,87,520,-0.266865202,-0.176020351,-0.973751092,-0.09372822,0.374888462,-0.747267964,0.207077329,0.693328602,-1.52799192,0.922203658,914.419742,852.4168962,589.7848439,245.4364915,325.8555066,161.6651219,975,531,153.775,232,141.52,533.1218915,432.4754452,242.3026009,238.8469062,105.7050235,447.6948089,332.3694882,189.8156555,221.2208961,80.30347914,0,0,0,0,0.31292,2521.9,2278.3,1696.1,773,972,-0.100816496,1.126331402,1.501823646,0.179326589,1.265636991,-0.871876594,0.913758987,2.549733939,-1.60149831,3.150653646,16,NINE,1
827.4597217,172.213905,-99.75759025,-318.5042482,-93.71120589,973.5,200.5,2,-230,-124,549.9413414,707.2638102,337.9889741,248.2737061,201.6705282,459.5170108,556.1833233,265.824226,227.6560934,135.6438846,-638,-2192.7,-2003,-742.02,-2013,2047,2047,791,185,1957,-0.256590149,-0.072767796,-1.017155325,-0.097919866,1.028493286,-0.807274792,0.162626016,1.189548371,-1.526382492,17.10308194,913.523696,845.8001232,582.2449896,251.163179,326.0270317,171.0388738,973.5,525,160,230,144,521.2815771,436.7402929,247.1500063,238.3047443,142.0915106,437.3485492,337.582913,193.1759894,221.299419,89.39926919,2,2,0,0,0,2047,2192.7,2003,742.02,2013,-0.133165967,1.120209273,1.62240984,0.188271561,4.623963251,-0.883884318,0.919564593,3.841470946,-1.611298375,43.15493538,16,NINE,2
809.1210824,183.5863537,-57.5363283,-326.3013132,-100.3994123,955,200.96,36,-236.665,-115,576.773285,703.6352762,356.1271449,283.1224899,226.1808318,487.5296804,562.3780358,275.8455918,238.5731905,133.9470289,-671,-2461.1,-1439,-2104.6,-2118.4,2242.2,2126.7,1182,387,1344,-0.132497124,-0.095735792,-0.697459141,-1.100204235,-2.779753824,-0.899371303,0.117921999,0.56771522,5.121850462,28.75825874,899.0238558,828.9076511,587.2777588,264.1505177,341.1686389,167.4539152,955,546,183,239.835,136,547.9427258,428.6784544,245.6221844,265.0097924,182.1772783,464.1561958,328.1103503,192.5872903,225.8766009,97.41990911,0,1,0,0,0,2242.2,2461.1,1439,2104.6,2118.4,-0.018395309,1.097645977,1.339504969,1.448226451,6.314546,-0.939698547,1.086042849,1.399862507,6.719292613,58.0615963,16,NINE,3
819.6698798,168.5319411,-105.3007874,-321.1764013,-92.37833793,976.09,200,-5,-233,-113,574.1964451,715.8720672,341.9868396,248.7399345,178.8014862,485.5205361,571.0944656,264.7022099,226.9885724,130.7300735,-536,-2064.5,-1790,-749,-1431,2127.2,2302.5,1080,239,473,-0.220645947,-0.056810417,-1.060748536,-0.083222714,-0.128542777,-0.931237047,0.007669795,1.480285197,-1.466705136,3.256007047,907.2144294,839.7511917,600.8027825,252.5497433,329.526297,161.5749578,976.09,553,159.18,233,141,544.3916713,423.9729144,253.4496353,237.5619092,119.9536154,461.4832125,321.5208524,192.320023,219.8278859,87.51486586,0,1,0,0,0,2127.2,2302.5,1790,749,1431,-0.113794573,1.130044644,1.797205059,0.19104329,2.151813203,-0.96361927,1.230446452,3.980979385,-1.583006781,11.66033122,16,NINE,4
794.6479765,196.4611072,-96.56862932,-317.203211,-92.51164218,928,248,24,-233,-115,563.4942384,709.3864444,355.1283694,254.6577973,153.3945231,468.6336902,569.0184085,285.3091488,230.2248267,118.3278861,-718,-2048,-2048,-747,-693,2107.3,2047,1541,303.56,537,-0.107641416,-0.168398406,-0.862333427,0.002156595,0.078521885,-0.764307441,0.069559205,0.890500107,-1.352914536,0.414532369,888.0113481,815.1643357,604.7504989,266.185003,331.2204629,149.3212658,928,561,175.5,237,136,533.3702951,419.4762538,254.08735,236.1302894,98.9214556,444.8488452,316.5819674,202.1458935,218.2348953,73.15061573,0,1,0,0,0,2107.3,2048,2048,747,693,0.026720418,1.106790501,1.501145278,0.171558277,1.266190801,-0.813210105,1.197701552,3.049332102,-1.576354125,2.509516837,16,NINE,5
863.6861796,182.0149477,-67.62594143,-318.8943274,-91.1340864,938,280,15,-277,-119,623.4447408,734.1456526,327.5353174,256.5332376,176.3486634,508.3588309,604.834097,265.0052481,231.6472083,133.4469731,-1014,-2048,-1345,-771,-972,2060.8,2047,689,153,772,-0.283972279,-0.088249758,-0.720997664,0.010210662,0.254576936,-0.640664061,-0.431373434,-0.295601328,-1.488256781,2.090898897,945.3335601,908.6839746,634.6015781,256.8529052,330.4161725,160.6398838,938,581,191,277,141,555.7796296,411.335152,214.1232135,241.5043114,116.5779201,460.1534656,312.4364082,171.4830007,221.4102297,84.62678369,0.5,1,0,0,0,2060.8,2048,1345,771,972,0.004241322,0.892072865,1.08833078,0.098918018,1.699035676,-0.903941994,0.482663524,0.537888099,-1.572019936,5.277695491,16,TEN,1
857.0124353,187.3674755,-54.96415773,-320.0282709,-90.28581607,959.5,265.5,22,-272.92,-115,606.0069824,712.8638208,327.2080616,257.7979166,182.851232,490.8134809,584.9013561,264.2406254,231.5206642,138.7505816,-969.39,-2048,-1072,-923,-1005,2127,2047,696,263,957.16,-0.369907175,-0.079920718,-0.713457792,-0.014573374,0.240610788,-0.514850729,-0.435587862,-0.395750245,-1.426087978,2.654022686,939.769954,901.8836209,617.9521037,258.1322833,331.0638505,162.381517,960,571,192,272.92,141.95,536.9196858,401.5592168,208.3825844,243.4566303,123.3271364,440.4793526,306.5961274,166.70247,221.8054459,88.96499236,0.5,1.0775,0.73398,0,0,2127,2048,1072,923,1005,-0.069892423,0.877010276,1.03049663,0.124549351,1.83398642,-0.819275356,0.562074579,0.098893,-1.511143118,6.290337985,16,TEN,2
829.5329811,231.0581878,-49.09232194,-318.2139865,-92.63814291,947.275,314,36,-264,-116,574.7179547,680.1271914,318.3088073,252.6199632,155.0258947,458.4888423,553.8088368,257.9960192,228.450407,121.803616,-809.18,-1862,-1229,-775,-733.85,2112.8,2047,635,222,507,-0.378395605,-0.164079168,-0.750354839,0.001709513,-0.090568544,-0.410053069,-0.343486109,-0.376860359,-1.48129982,0.762637114,923.9939803,870.6165121,599.6955246,251.9312145,328.6636694,146.0666364,947.275,557,192.565,264,132.56,510.3183854,395.2272582,200.5915664,238.8608296,106.18064,410.5682052,311.9645343,158.4320681,219.4281953,79.06921644,0.30107,1,0,0,0,2112.8,2047,1229,775,733.85,-0.082433444,0.813695518,1.05728298,0.107062376,1.350604103,-0.630604512,0.461066038,0.200495993,-1.583248383,3.018809329,16,TEN,3
798.9321602,216.5380146,-34.4480016,-314.785673,-82.13984332,900,255,25.931,-273,-101.75,626.7153649,688.459974,334.5067786,261.0280204,175.6163771,526.4891558,550.4699203,264.5559254,234.8152011,132.4302934,-824,-1952,-1205,-942,-915,2151.4,2047,670,149,828,-0.190683727,-0.10501199,-0.765907295,-0.04596369,0.049373172,-0.871166058,-0.178375792,-0.282036648,-1.461943117,1.808209741,890.058957,843.8765371,585.1245392,257.5360727,324.3221795,151.1307902,900,549.5,200,273,133.815,564.7123283,422.3109792,216.1570536,249.0736978,121.4061727,477.2090131,327.8675891,173.9173088,226.4232623,89.04668813,0,0,0,0,0,2151.4,2047,1205,942,915,0.027161236,0.828640229,0.89969121,0.125047805,1.554112287,-0.995909125,0.442855807,-0.072163899,-1.499450949,4.146259892,16,TEN,4
804.3540038,162.873072,-25.12269335,-317.3048501,-96.91747474,846,291,48,-280,-114,627.2213939,782.8691297,389.8323785,259.2464762,175.9187348,513.4849183,651.8977253,320.5956942,232.8790297,132.0136944,-1018,-2048,-1461.3,-815,-847,2307.4,2084,845,171,647,-0.055069912,-0.123371855,-0.390998944,-0.010812489,-0.224121245,-0.637558445,-0.507278668,-0.655722066,-1.453793544,1.485515759,885.5616949,850.6034659,682.7516718,317.6655811,330.3065334,158.7843055,849,630,250,280,135.02,562.8742298,415.9824443,227.241547,242.4550981,122.9634456,466.4175954,311.6781579,195.2959308,221.1279016,88.50790757,0.99465,0,0,0,0,2307.4,2084,1461.3,815,847,0.248238242,0.916011262,0.592387245,0.133504912,1.698671947,-0.827191009,0.802884101,-0.482390554,-1.5349698,4.301278635,16,TEN,5
766.3533817,180.9013262,-64.0162881,-318.8390403,-82.33656965,862.165,174.5,-8,-276.88,-94.5,942.5705982,1203.520604,648.7608261,332.2185727,301.9360675,805.4424228,995.1866935,530.8807609,274.5744338,223.9635001,-1640,-2333.9,-1707,-1327,-1242,2390.2,2217.8,2047,971,1817,-0.249637322,-0.053786337,0.338895869,-0.040337945,0.302437535,-0.949445428,-0.890264835,0.091941269,-0.435335311,2.236407042,855.8963284,1007.1363,1007.068591,529.5448861,372.1897446,239.5410627,963.02,890.5,534,297.5,181,679.0525583,682.8677252,379.9686562,271.0651708,201.3184529,580.7240549,586.8886427,300.7331076,231.102287,153.7484956,1,1.6143,1,0.66667,0,2390.2,2333.9,2047,1327,1817,0.190300068,0.301574009,1.016009553,0.601206811,1.715343421,-1.225599752,-1.225943944,1.510278825,-0.651966303,5.409762044,16,ELEVEN,1
716.744396,192.0467631,-70.12648635,-344.2317712,-114.4533985,807,221,-26,-292,-98.5,966.6354667,1225.305739,649.648849,376.7931592,357.8875624,831.3154799,1012.02275,532.1224255,291.0449354,236.6740495,-1512,-2164.8,-1785,-2048,-2048,2047,2107.1,2047,543,1215,-0.216221927,-0.088306781,0.38731278,-1.047734349,-1.829667121,-1.014028212,-0.910236947,0.137809957,3.490303924,9.287719334,828.9253919,994.8761643,1028.757582,531.1690044,394.4605531,252.9796568,936,898,530,309,180,676.7395955,692.2135126,380.2842309,323.7932462,277.7531086,579.2053855,601.6824678,295.3430878,249.3940521,173.7934158,0.33861,0,1,2,0,2047,2164.8,2047,2048,2048,0.197301875,0.263611079,1.035400883,1.827265135,3.717721456,-1.215640425,-1.296857354,1.55945907,6.367881679,19.80497337,16,ELEVEN,2
776.9722569,178.1249229,-88.78988355,-341.3018972,-114.2739253,907.89,203,-31,-279,-102,986.2495352,1245.929914,656.5747213,382.644255,360.0032995,849.7752381,1040.773462,528.9494569,295.3402162,240.0701399,-1696,-2195.9,-2048,-2048,-2048,2184.4,2235.7,2047,1299,1341,-0.309096702,-0.114528071,0.311201372,-1.021112699,-1.809071463,-0.995399081,-0.965656697,0.373490325,3.337051733,9.022295319,879.1151999,1048.836877,1054.521882,527.9162727,392.1464339,256.6403253,1004.1,945,501,295,185,689.8979351,686.4972569,400.1051706,330.2999148,277.0537283,595.0736055,596.5464319,311.9283208,254.2609532,173.3042362,0.96819,0,0.76415,0,0,2184.4,2235.7,2048,2048,2048,0.089847388,0.201168295,1.123951866,1.788597475,3.710970479,-1.294727302,-1.289727261,1.595548556,5.771383218,19.91215378,16,ELEVEN,3
759.2327382,208.4340354,-78.78958904,-351.5615788,-94.02070828,890.5,222,-14,-278,-90.6115,965.0530292,1189.17831,624.4690098,377.9383044,387.4927018,824.3410057,974.4239641,502.5488894,295.718415,254.8855511,-1736,-2048,-1966.3,-2048,-2048,2129.7,2158.6,2047,589,1979,-0.344364877,-0.115108563,0.316480714,-1.104648165,-1.221575967,-0.874147638,-0.822230527,0.421907661,3.159326596,8.641359801,870.931877,1029.264831,996.365084,499.7420307,394.5495301,267.6752941,1000,853,486,291,189,669.3431369,681.2840032,382.4239078,332.7761603,295.45593,573.1946276,585.1227669,299.0040994,259.8759711,181.6535978,0.63609,0.22098,0,0,0,2129.7,2158.6,2047,2048,2048,0.104404527,0.335964211,1.134430897,1.726004995,3.596050462,-1.220404106,-1.212688485,1.745174339,5.370138189,17.33914273,16,ELEVEN,4
775.3731476,197.266001,-56.7138471,-322.2465697,-85.33869304,903.2,240,-39.76,-291.76,-91,964.9257277,1222.163766,689.881779,333.2967095,288.217879,834.8520643,1017.241037,567.0338747,278.2861196,218.9685042,-1637,-2504.6,-1912,-1173.5,-1434,2310.1,2469.3,2549.4,1074,1017,-0.294994058,-0.112650623,0.408430761,0.003065316,-0.040416508,-0.999199499,-0.901051316,-0.036982716,-0.437640471,0.912482156,868.5962225,1031.191029,1034.825278,567.6389181,375.0843696,233.1242345,1023,884,553,301.57,182.33,684.5542798,678.9918305,395.8806558,272.4263135,189.6659745,591.7795764,587.9506822,306.270094,234.7869056,147.3400039,1.2678,3,1,0,1,2310.1,2504.6,2549.4,1173.5,1434,0.100016768,0.296047293,0.948931148,0.554938557,1.390758021,-1.274539475,-1.244600084,1.419380643,-0.789589792,2.751831125,16,ELEVEN,5
562.804238,173.4661208,103.8758142,-316.4636346,-84.79846294,271,56,37,-263.14,-101,799.1025355,791.2084859,604.2350014,259.0551588,186.5945423,679.2110668,609.6072651,403.5587249,226.2806314,141.2642114,-1800,-2048,-1469,-954,-1141,2085.7,2174.7,2121.5,357,863,0.426635819,0.650263912,1.33021677,0.039791626,0.319176447,-0.713457132,0.259423629,2.527505405,-1.090385992,1.926487052,681.8865752,706.6538036,603.8601974,399.1669572,338.8965258,162.5583254,432,530,219,265,139,675.1816506,539.723114,465.2825457,228.9131291,124.7969807,583.3882856,401.2246475,338.0205324,207.5372447,93.94899958,0,0.71263,0,1,0,2085.7,2174.7,2121.5,954,1141,0.77226622,1.306390301,2.009188679,0.261082854,1.519542577,-0.840051797,1.091930948,3.964492723,-1.348954874,4.128808992,16,TWELVE,1
581.6010652,149.2660327,75.42927878,-314.3089172,-80.55290832,287,55.001,38,-260,-96,837.2143349,755.9951294,544.5961178,261.3445257,215.6891918,714.040299,564.5566358,355.3969001,227.7737792,155.5899713,-1339,-2048,-1391,-1020,-1663,2184.8,2180.4,2050.1,407,1736,0.368862109,0.698571233,1.406881159,0.017539871,0.454578744,-0.893940584,0.697452243,3.482963994,-1.013995278,7.149458868,686.664831,749.8179024,559.885519,355.540209,336.1285234,172.8437221,533.5,456.5,199,262.545,136,690.5476438,529.3402076,419.2961128,232.5984465,152.0681195,597.6207171,391.7489379,299.011542,209.5056941,108.7489878,1,0,0,0,0,2184.8,2180.4,2050.1,1020,1736,0.692223602,1.448982783,2.246581434,0.268725814,2.750978784,-0.94852112,1.549273274,5.530274635,-1.248356347,16.83388871,16,TWELVE,2
750.6775978,157.5663635,-19.92815339,-315.2248351,-85.89349924,473,69,44,-258,-105,814.352708,720.0072854,332.3347416,250.9790109,203.0331889,720.3882866,531.6038972,243.6476097,224.8921054,153.6984997,-765,-1817.1,-1428,-761,-799.44,2087.7,2176.1,1648,434,1014,0.365872049,0.908776206,-0.577683257,0.02238842,0.660764852,-1.209572303,0.972479157,1.425603118,-1.386084442,1.968896984,833.9577542,823.6707771,529.2808654,239.8873497,327.9327732,174.2156058,549,391,158,259,142,740.4066238,512.8202583,230.8070078,234.1230057,135.0509605,660.0287072,369.3274321,179.231378,214.2487309,105.4624632,0,0,0,0,0,2087.7,2176.1,1648,761,1014,0.544089732,1.656943811,1.518365021,0.124266933,1.31811798,-1.266235946,2.273767565,2.73284803,-1.548389768,2.738388796,16,TWELVE,3
735.3656355,148.4396596,12.4369882,-318.8283423,-80.0584279,458,71.5,55,-263.1,-104,805.4866284,740.7910221,390.7523728,261.5122892,223.4273535,708.5519456,549.162404,267.6639705,229.4435298,165.7416065,-778.54,-2048,-1327,-1060,-1507,2283.7,2234.5,2047,423,1004,0.365198052,0.792542662,0.425637155,-0.054227415,0.14725307,-1.16736426,0.914254882,3.472675706,-0.988748227,2.804027653,819.1535221,813.0738262,548.9348969,269.8874656,335.2080422,185.5342523,548.5,421.5,168,265,149,726.9305703,518.9896768,282.789844,240.1477252,147.964695,644.3511492,374.4960377,211.8916844,215.8973785,110.5408113,0,0,0,0,0,2283.7,2234.5,2047,1060,1507,0.558713173,1.610208491,2.091887478,0.27378338,1.943550484,-1.212247643,2.100930941,6.514481977,-1.167287786,8.489425395,16,TWELVE,4
754.8651265,139.9057528,-24.74667123,-317.4454001,-81.21172119,478.5,60,45,-257,-96,815.7366431,703.7628163,326.2448851,251.3981937,205.2718659,720.7878137,516.6483959,245.017371,226.2613826,154.6225348,-772.64,-2048,-1296.6,-816,-1059,2366.2,2289.5,999,203,1004,0.328695495,0.911567956,-0.889693025,-0.022139943,0.313194131,-1.192283607,1.30994466,0.522569641,-1.446694383,1.73456991,835.0893978,832.4546416,515.1853802,239.5806403,327.7363498,173.1913213,585,384.25,159.5,257,141,736.3495346,499.3269843,222.7628735,237.8202804,136.8428261,655.4317297,353.097991,176.9318758,217.484162,103.7541829,0,0,0,0,0.3901,2366.2,2289.5,1296.6,816,1059,0.522417816,1.789490017,1.252501083,0.132526018,1.502711441,-1.26661832,2.889191348,0.924377325,-1.532149345,3.534988899,16,TWELVE,5
854.0256296,170.3006156,-164.1069243,-320.308664,-89.41075771,1019,115,-133,-258,-89,433.7732437,556.5388534,433.0517265,249.345645,143.386114,347.365144,392.5783313,384.2007109,229.0743445,115.5204744,-161,-2048,-1972,-701,-729,2047,2312.5,1813,202,232,-0.841586686,-0.319937414,-0.026203836,-0.028640102,-0.99405208,-0.19811334,2.53246155,-0.488325213,-1.614057112,1.255279203,946.5120613,857.2089006,406.7264731,393.6420089,323.8238773,125.4078693,1019,209,324,258,97,427.4455954,416.241643,243.8440592,244.7612852,113.2415633,342.7959161,344.0139988,206.4670922,226.0058979,83.34871063,1,0,0,0,0,2047,2312.5,1972,701,729,-0.812323297,1.507414398,0.955681932,0.06170936,1.754016146,-0.244711797,2.705815925,2.545029495,-1.644441471,4.061120081,16,THIRTEEN,1
736.693348,170.3581703,133.185709,-324.7767837,-90.99358205,719,55,-9,-267,-71.202,491.5070107,679.5574823,579.7711166,250.9318759,156.7212349,372.4877241,505.9787001,519.206342,226.9744497,128.0889096,-774,-2264,-1332,-761,-773.11,2215,2194.3,1477,390,327,0.295633685,0.033559904,-0.087696159,0.010309292,-0.775793972,0.062606731,1.114206451,-1.308258104,-1.474752103,0.271175055,838.5924037,750.0498833,496.3109329,506.2687471,333.1989007,134.5072307,719.08,275,605,267.5,96,470.8623942,494.3543348,312.16132,239.62985,121.4258481,360.1708754,404.4294138,276.7232354,219.6755497,93.78678291,0,0,0,0,0,2215,2264,1477,761,773.11,0.471942171,1.244306126,-0.232441816,0.085129016,1.410737999,0.065366362,1.094817588,-1.230512275,-1.582357162,1.882683508,16,THIRTEEN,2
759.7929534,92.76544444,111.6484727,-324.4187588,-89.52304193,775,-82,-28.5,-263.5,-78.5,455.8830675,672.8701889,531.184812,250.5466993,148.0698016,335.8584764,520.8735913,476.980794,228.6025606,119.4456494,-186,-2048,-1783,-732,-1066,2047,2266.2,1293,148,338,0.089971285,0.210673278,-0.106290711,-0.002394278,-0.962643351,0.019343685,0.628373371,-1.300872283,-1.549469052,1.75727644,843.5745653,766.459016,500.4227805,465.4100399,331.0721162,129.2991608,775,299,575.5,263.5,94,444.5795805,459.1678482,279.1601173,241.6828505,114.9656887,328.8682885,376.0565933,253.3578335,222.7899242,86.30345978,0,0,0,0,0,2047,2266.2,1783,732,1066,0.184296295,1.19268254,-0.258696535,0.070126919,1.807635947,0.020814848,1.043694186,-1.083749771,-1.609631922,5.573890835,16,THIRTEEN,3
